"id","name","energy_kcal","protein_g","fat_g","carb_g","fiber_g","calcium_mg","sodium_mg"
"045109","红菜墓［紫菜墓］",43,2.9,2.5,2.7,0.9,26,1.515
"045110","瓢儿白[瓢儿菜]",18,1.7,0.2,3.2,1.6,59,56.991
"045111","乌菜［乌塌菜，塌棵菜］",28,2.6,0.4,4.2,1.4,186,115.524
"045113","油菜 (黑)",19,1.8,0.2,2.9,0.9,191,98.834
"045114","油菜 (脱水）",316,7.6,0.6,74.3,8.6,596,105
"045115","油菜（小)",12,1.3,0.2,1.6,0.7,153,53.027
"045116","油菜墓[菜墓】",24,3.2,0.4,3,2,156,83.227
"045117","大白菜（白口）",14,1,0.1,2.9,,29,39.912
"045118","大白菜（青口）",12,1.1,0.1,2.6,,66,38.214
"045119","酸白菜[酸菜］",10,0.7,0.2,2.6,,48,21
"045120","小白菜[青菜］",14,1.4,0.3,2.4,,117,30
"045121","奶白菜",21,2.7,0.23,,1.5,66,170.2
"045122","鸡毛菜",19,2.7,0.2,2.6,,78,62.7
"045123","娃娃菜",13,1.9,0.2,2.4,,78,19.3
"045124","乌塌菜［塌菜、塌棵菜］",13,1.8,0.1,2.6,1.8,43,59.5
"045125","油菜",14,1.3,0.5,2,,148,73.7
"045126","油菜心",15,1.3,0.4,2.7,,74,33.4
"045201","圆白菜，卷心菜",24,1.5,0.2,4.6,1,49,27.2
"045203","菜花（脱水）[脱水花椰菜］",312,6.5,0.6,76.8,13.2,185,264.3
"045205","芥菜（鲜）［雪里红，雪菜］",27,2,0.4,4.7,1.6,230,30.5
"045206","芥菜（大叶，鲜）「盖菜］",16,1.8,0.4,2,1.2,28,29
"045207","芥菜（茎用，鲜）[青头菜］",13,1.3,0.2,2.8,2.8,23,41.1
"045208","芥菜（小叶，鲜）[小芥菜］",26,2.5,0.4,3.6,1,80,38.9
"045210","结球甘蓝(绿)[圆白菜]",17,0.9,0.2,4,,28,42.1
"045211","结球甘蓝（紫）[圆白菜］",25,1.2,0.2,6.2,,65,27
"045212","抱子甘蓝[小圆白菜]",36,3.5,0.2,8.8,,59,35.5
"045213","羽衣甘蓝",69,5,0.4,5.7,3.2,66,66.8
"045214","盖莱",13,1.5,0.2,2.8,,76,73.5
"045215","芥蓝[甘蓝菜、盖蓝菜］",24,3.1,0.3,4.1,,121,40.2
"045216","菜花（白色）[花椰菜］",20,1.7,0.2,4.2,2.1,31,39.2
"045217","西兰花[绿菜花】",27,3.5,0.6,3.7,,50,46.7
"045301","菠菜（鲜）[赤根菜]",28,2.6,0.3,4.5,1.7,66,85.2
"045302","菠菜(脱水）",308,6.4,0.6,75.7,12.7,411,242
"045303","冬寒菜（鲜）[冬苋菜，冬葵]",34,3.9,0.4,4.9,2.2,82,14
"045305","胡萝卜缨(红，鲜)",48,1.7,0.4,11.3,4,350,74.6
"045306","苦菜［节节花，拒马菜］",46,2.8,0.6,10,5.4,66,8.7
"045307","萝卜缨(白)",17,2.6,0.3,1.7,1.4,,
"045308","萝卜缨（青）",38,3.1,0.1,7.6,2.9,110,91.4
"045309","萝卜缨(小萝卜）",23,1.6,0.3,4.1,1.4,238,43.1
"045310","落葵［木耳菜，软浆菜】",23,1.6,0.3,4.3,1.5,166,47.2
"045312","芹菜茎",22,1.2,0.2,4.5,1.2,80,159
"045313","芹菜叶（鲜）",35,2.6,0.6,5.9,2.2,40,83
"045316","甜菜叶 (鲜）",22,1.8,0.1,4,1.3,117,201
"045317","香菜（鲜）[荒萎］",33,1.8,0.4,6.2,1.2,101,48.5
"045318","香菜 (脱水)",310,7.4,1.3,71.2,8.2,1723,1217.5
"045319","苋菜(绿，鲜)",30,2.8,0.3,5,2.2,187,32.4
"045320","苋菜(紫，鲜）[红苋]",35,2.8,0.4,5.9,1.8,178,42.3
"045321","蒿蒿（鲜）[蓬蒿菜，艾菜］",24,1.9,0.3,3.9,1.2,73,161.3
"045322","茴香（鲜）[小茴香]",27,2.5,0.4,4.2,1.6,154,186.3
"045323","荠菜（鲜）［蓟菜，菱角菜］",31,2.9,0.4,4.7,1.7,294,31.6
"045324","莴笋(鲜）[莴苣]",15,1,0.1,2.8,0.6,23,36.5
"045327","番杏[新西兰菠菜、夏菠菜］",15,1.8,0.1,3.1,,136,445.2
"045328","樱桃萝卜缨",14,2,0.1,2.7,2.3,56,111.3
"045329","白凤菜",16,1.6,0.2,4,,41,152
"045330","紫背天葵[红风菜、血皮菜］",18,1.9,,3.8,,69,19.3
"045331","芹菜（茎）[旱芹，药芹】",13,0.4,0.2,3.1,1,15,166.4
"045332","西芹[西洋芹菜，美芹]",17,0.6,0.1,4.8,2.2,36,313.3
"045333","生菜[叶用莴苣]",12,1.6,0.4,1.1,,14,16.1
"045334","油麦菜",12,1.1,0.4,2.1,,26,23
"045335","叶甜菜（白梗）",13,1.6,0.1,2.8,2.2,48,356.548
"045336","莴笋叶[莴苣菜］",15,1,0.2,2.9,,9,35.619
"045337","菜[空心菜、藤藤菜］",19,2.2,0.2,4,,,46
"045338","观达菜［根达菜、牛皮菜】",23,1.9,0.3,4.5,2.8,17,64
"045339","球茎茴香[甜茴香、意大利茴香]",17,1.2,,4.7,2.2,35,23
"045401","竹笋(鲜）",23,2.6,0.2,3.6,1.8,64,1
"045402","白笋 (干)",282,26,4,57.1,43.2,222,22
"045403","鞭笋（鲜）[马鞭笋]",24,2.6,,6.7,6.6,49,13
"045404","春笋 (鲜)",25,2.4,0.1,5.1,2.8,36,8
"045405","冬笋（鲜）",42,4.1,0.1,6.5,0.8,56,
"045406","黑笋(干)",268,17.6,2.4,57.5,27.2,426,82
"045407","毛笋（鲜）[毛竹笋]",23,2.2,0.2,3.8,1.3,34,8
"045408","玉兰片",66,2.6,0.4,18.6,11.3,29,5
"045409","百合(鲜)",166,3.2,0.1,38.8,1.7,61,43
"045411","百合 (脱水)",346,8.1,0.1,79.1,1.7,72,43
"045412","金针菜（鲜）[黄花菜]",214,19.4,1.4,34.9,7.7,216,85
"045413","菊苣",19,1.3,0.2,3.4,0.9,28,15
"045415","芦笋(绿）[石刁柏、龙须菜]",19,2.6,0.1,3.3,,51,18
"045416","芦笋 (紫)",22,2.7,0.2,3.4,1.3,49,14
"045417","结球菊苣 (红)",17,1.8,0.2,3.4,,53,20
"045418","软化白菊苣",17,1.5,0.2,3.1,,53,20
"045419","穿心莲",17,1.7,,2.5,,11,3.6
"045420","红薯叶",27,3.1,,5.1,2.8,180,44
"045421","南瓜藤",17,1.7,0,3.2,,14,1.8
"045422","三七尖",21,2.3,,4,,57,12.4
"045423","棠梨花",58,3.5,0.8,9.1,,65,300
"045424","洋丝瓜苗",29,4.4,0.3,2.2,,77,25
"041101","白萝卜（鲜）[莱］",16,0.7,0.1,4,,47,54.3
"041102","萝卜[红皮萝卜]",18,0.8,0.1,4.2,1.1,39,111.2
"041103","红旦旦萝卜[樱桃萝下，小水萝]",19,0.8,,4.3,0.8,9,20.1
"041104","红萝卜[萝]",22,1,0.1,4.6,0.8,11,62.7
"041105","红心萝卜[心里美]",41,1.2,,9.8,1.4,86,49.1
"041106","花叶萝卜",48,1.2,0.1,11.5,2.1,16,47.2
"041108","水萝[脆萝]",22,0.8,,5.5,1.4,,9.7
"041109","小水萝卜[算盘子，红皮萝卜]",21,1.1,0.2,4.2,1,32,33.5
"041110","红心萝卜[心里美]",23,0.8,0.2,4.9,0.8,68,85.4
"041112","白萝卜 (圆)",16,0.7,0.2,3.6,1,25,117.5
"041113","青萝卜",29,1.2,0.2,6.9,,47,56
"041115","樱桃萝卜",12,0.9,0.1,3,,18,82.6
"041201","胡萝卜（红)[金笋，丁香萝卜]",39,1,0.2,8.8,1.1,32,71.4
"041202","胡萝卜 (黄)",46,1.4,0.2,10.2,1.3,32,25.1
"041203","胡萝卜 (脱水)",333,4.2,1.9,77.9,6.4,458,300.7
"041204","胡萝卜",32,1,0.2,8.1,,27,120.7
"041301","芥菜头[大头菜，水芥］",36,1.9,0.2,7.4,1.4,65,65.6
"041302","蓝[玉蔓菁，球茎甘蓝， 大头菜］",32,1.3,0.2,7,1.3,25,29.8
"041401","甜菜根(鲜）甜菜头，糖萝卜]",87,1,0.1,23.5,5.9,56,20.8
"041402","根芹［根洋芹、球根塘蒿］",38,2.2,0.1,10,4.6,79,75.9
"041403","紫菜头",42,1.8,0.2,10.6,4.2,16,306
"046001","慈姑（鲜）［乌芋，白地果］",97,4.6,0.2,19.9,1.4,14,39.1
"046002","豆瓣菜(鲜)西洋菜，水田芥］",20,2.9,0.5,1.5,1.2,30,61.2
"046003","菱角（老，鲜）[龙角］",101,4.5,0.1,21.4,1.7,7,5.8
"046005","蒲菜(鲜[香蒲，甘蒲，野苓白]",14,1.2,0.1,2.4,0.9,53,
"046006","水芹菜",13,1.4,0.2,1.8,0.9,38,40.9
"046007","菱白(鲜)[芡笋，荧粑］",26,1.2,0.2,5.9,1.9,4,5.8
"046008","荸荠（鲜）[马蹄，地栗]",61,1.2,0.2,14.2,1.1,4,15.7
"046009","莼菜（瓶装）[花案菜]",21,1.4,0.1,3.8,0.5,42,7.9
"046010","藕[莲藕]",47,1.2,0.2,11.5,2.2,18,34.3
"046011","红菱",165,5.7,0.3,40.9,,51,18
"043101x","茄子 (代表值）",23,1.1,0.24,,1.3,24,5.4
"043102","茄子 (绿皮)",28,1,0.6,5.2,1.2,12,6.8
"043103","茄子（圆）",32,1.6,0.2,6.7,1.7,5,3.2
"043106","番茄 (整个，罐头)",22,2,0.6,2.6,0.8,31,246.9
"043107","奶柿子[西红柿】",14,0.6,0.1,3.2,0.8,15,8.3
"043108","辣椒 (红，尖，干)",295,15,12,52.7,41.7,12,4
"043109","辣椒（红，小）",38,1.3,0.4,8.9,3.2,37,2.6
"043112","甜椒（脱水）",324,7.6,0.4,76.6,8.3,130,26
"043113","葫子",29,0.7,0.1,6.8,0.9,49,1.2
"043115","茄子 (白皮、长)",21,1.3,0.1,5.5,,10,1.9
"043116","茄子（紫皮、长）",18,1.1,0.1,4.8,,50,5
"043117","茄子 (紫皮、圆)",23,0.8,0.2,5.3,,7,4.6
"043118","香瓜茄",21,0.6,,5.5,0.6,10,3.8
"043119","番茄[西红柿]",15,0.9,0.2,3.3,,4,9.7
"043120","樱桃番茄[小西红柿]",25,1,0.2,5.8,,6,10
"043121","辣椒(小红尖辣椒）",62,4.1,0.4,17.7,11.8,29,11.5
"043122","辣椒（小红尖辣椒、干）",298,15.4,12,57.4,,152,55.7
"043123","辣椒 (青、尖)",22,0.8,5.2,,0,11,7.015
"043124","甜椒[灯笼椒、柿子椒】",18,1,3.8,,0,,
"043125","彩椒",26,1.3,6.4,,0,926,18
"043126","秋葵［黄秋葵、羊角豆】",25,1.8,6.2,1.8,0,101,8.738
"043201","白瓜",12,0.9,2.6,0.9,0,6,1.08
"043202","菜瓜[生瓜，白瓜]",19,0.6,3.9,0.4,0,20,1.615
"043204","方瓜",14,0.8,3.1,0.6,0,40,4.49
"043205","佛手瓜[棒瓜，菜肴梨］",18,1.2,3.8,1.2,0,17,1.01
"043206","葫芦[长瓜，蒲瓜，弧瓜］",16,0.7,3.5,0.8,0,16,7
"043207","葫芦条（干）",256,4.31,64.6,18.1,0,114,80
"043208","黄瓜（鲜）[胡瓜]",16,0.8,2.9,0.5,0,24,4.915
"043209","节瓜[毛瓜]",14,0.6,3.4,1.2,0,4,0.27
"043210","金瓜",15,0.5,3.4,0.7,0,17,0.98
"043211","金丝瓜[裸瓣瓜]",38,3.32,2.2,0.8,0,25,2.013
"043212","苦瓜（鲜）[凉瓜，癫瓜]",22,1,4.9,1.4,0,14,2.518
"043213","南瓜（鲜）[倭瓜，番瓜]",23,0.7,5.3,0.8,0,16,0.88
"043214","南瓜粉",343,7.1,2.179,11.5,0,171,18
"043215","蛇瓜［蛇豆，大豆角］",18,1.5,0.13,2,0,191,2.247
"043217","笋瓜[生瓜]",13,0.5,3.1,0.7,0,14,7
"043218","西葫芦",19,0.8,0.23,0.6,0,1517,9
"043219","面西胡瓜",10,0.8,1.8,,0,14,12
"043220","小西胡瓜",22,0.7,4.8,,0,5,
"043221","冬瓜",10,0.3,0.22,,0,12,10
"043222","飞碟瓜",18,1,4.4,,1.6,32,4.3
"043223","黄金西葫芦",17,1.8,0.1,3.6,,33,3
"043224","黄茎瓜[小南瓜]",19,1.2,0.9,2,0.7,,
"043225","迷你黄瓜[荷兰乳黄瓜]",14,1,0.2,2.5,,20,2.2
"043226","秋黄瓜[旱黄瓜]",14,0.9,0.2,2.5,,9,2.2
"043227","南瓜 (栗面）",36,1.4,0.1,8.8,2.6,16,11
"043228","丝瓜",20,1.3,0.2,4,,37,3.7
"044101","大蒜（白皮，鲜）[蒜头]",128,4.5,0.2,27.6,1.1,39,19.6
"044102","大蒜（脱水）",348,13.2,0.3,75.4,4.5,65,36.8
"044103","大蒜（紫皮，鲜）「蒜头］",139,5.2,0.2,29.6,1.2,10,8.3
"044104","青蒜 (青葱)",34,2.4,0.3,6.2,1.7,24,9.3
"044105","蒜黄（黄色）",24,2.5,0.2,3.8,1.4,24,7.8
"044106","蒜苗(绿色，青蒜)",40,2.1,0.4,8,1.8,29,5.1
"044107","蒜墓（圆）",66,2,0.1,15.4,2.5,19,3.8
"044202","大葱 (红皮)",49,2.4,0.1,10.2,1.3,24,3.4
"044203","分葱[四季葱，菜葱］",34,2.2,0.7,5.1,0.7,85,7.7
"044205","葱 (小葱，鲜)",27,1.6,0.4,4.9,1.4,72,10.4
"044206","大葱",28,1.6,0.3,5.8,2.2,63,8.9
"044207","细香葱[香葱、四季葱］",28,1.4,0.3,6.6,,72,13.6
"044301","洋葱（鲜）[葱头]",40,1.1,0.2,9,0.9,24,4.4
"044302","洋葱（白皮，脱水）",342,5.5,0.4,81.9,5.7,186,31.7
"044303","洋葱（紫皮，脱水）",339,6.9,0.4,80.6,7.5,351,77.4
"044402","韭黄(韭芽，黄色)",24,2.3,0.23,,1.2,25,6.9
"044403","韭墓",37,2.2,0.1,7.8,1.9,11,1
"044404","韭菜",25,2.4,0.4,4.5,,44,5.8
"044501","[皎头】",1,,,,0.3,160,0
"044502","白(鲜)[小根蒜，山蒜，团蒜]",124,3.4,0.4,27.1,0.9,100,
"047101","大薯（鲜）[参薯］",108,2.1,0.2,24.9,1.1,10,
"047102","豆薯(鲜)「凉薯，地瓜，沙葛]",56,0.9,0.1,13.4,0.8,21,5.514
"047103","葛（鲜）[葛署，粉葛］",150,2.2,0.2,36.1,2.4,48,
"047104","山药(鲜）[薯，大薯］",57,1.9,0.2,12.4,0.8,16,18.62
"047105","山药（干）",327,9.4,1,70.8,1.4,62,
"047202","槟榔芋 (鲜)",90,3,19.7,,1.1,45,
"047203","芋头［芋书、毛芋】",56,1.3,0.2,12.7,1,,25
"047204","芋头 (煮)",60,2.9,0.1,13,0.3,,317
"047301","姜（鲜）[黄姜】",46,1.3,0.6,10.3,2.7,,295
"047302","姜(干)",308,9.1,5.7,64,17.7,,41
"047303","姜（子姜，鲜）[嫩姜]",21,0.7,0.6,3.7,0.9,,160
"047304","洋姜（鲜）[菊芋，鬼子姜]",64,2.4,,15.8,4.3,,458
"048001","艾蒿",,,,3.6,3.6,60,54
"048002","白花菜",,,,0,0,6,33
"048003","白花桔梗",,,,,2.9,106,41
"048004","白沙蒿（鲜）[沙蒿]",232,4.3,0.9,8.5,1.9,82,
"048005","白沙蒿子（干）[沙蒿子]",1722,27.9,15.1,41,,757,
"048006","白薯叶（鲜）[甘薯叶]",249,4.8,0.7,9,1,40,66
"048007","百里香 (鲜)",,,,,0.2,42,104
"048008","败酱（鲜）[胭脂麻]",290,1.5,1,17.3,7.5,113,1.38
"048009","扁蓄菜（鲜）[竹节草]",313,6,0.6,12.4,2.1,47,
"048010","朝鲜蓟 (鲜)",226,2.7,0.2,10.9,1.1,88,47
"048011","刺儿菜（鲜）[小蓟，蓟蓟菜]",174,4.5,0.4,5.9,1.8,40,0.236
"048012","刺楸(鲜)",,,,,8.1,125,109
"048013","达乌里胡枝子（鲜）[牛枝 子，豆豆苗",491,7,1,23.1,6,61,
"048014","达乌里胡枝子子（鲜）[牛 枝子子，豆豆苗子1",1535,36.8,8.3,41.7,10.9,486,
"048015","大玻璃草叶（鲜）[大车前］",206,4.4,0.38,,3.1,64,
"048016","大巢菜(鲜)野茗子，野豌豆】",264,3.8,0.5,13.6,5.5,70,
"048017","大蓟叶（鲜）[飞廉叶]",158,1.5,1.4,5.5,1.4,,
"048018","地肤（鲜）[益明，扫帚苗]",273,5.2,0.8,10.4,2.2,66,118
"048019","地笋(鲜[地古牛，地瓜儿苗叶]",288,4.3,0.7,13.7,4.7,62,25
"048020","豆腐柴（鲜）",,,,,7.8,97,38
"048021","独行菜 (鲜)",75,2,,,1.6,124,42
"048022","独行菜（宽，鲜）",,,,,1.7,119,38
"048024","胡枝子（鲜）[山豆子]",579,5.3,2.2,29.6,10.5,,
"048025","槐花（鲜）［洋槐花，豆槐花］",344,3.1,0.7,17,2.2,69,
"048026","黄麻叶 (鲜)",177,4.7,0.3,5.8,1.2,83,64
"048027","碱蓬（鲜）[棉蓬，猪毛菜]",138,2.8,0.3,5.2,0.9,34,
"048028","苦苦菜 (鲜)",174,2.5,0.9,6.8,1.8,,
"048029","轮叶党参",,,,,4,87,54
"048030","罗勒[兰香]",108,3.8,,4.6,3.9,65,106
"048031","马齿苋（鲜)[长寿菜，瓜子菜]",117,2.3,0.5,3.9,0.7,56,
"048032","马兰头(鲜)马兰,鸡儿肠， 路边菊］",119,2.4,0.4,4.6,1.6,38,14
"048033","麦瓶草（鲜）[米瓦罐］",159,4.5,0.5,4.4,1,55,
"048034","牛至",,,,,0.4,51,66
"048035","牛蒡叶（鲜）",174,4.7,0.8,5.1,2.4,61,
"048036","爬景天（鲜）[石头菜］",87,0.6,0.7,3.5,0.9,23,
"048037","喷瓜",,,,,0.3,35,22
"048038","婆罗门参 (白，鲜)",,,,,0.3,6172,37
"048039","婆罗门参（黑，鲜）[鸦葱]",,,0.1,,0.3,50,73.1
"048040","蒲公英叶（鲜）[黄花苗叶， 李李丁叶】",221,4.8,1.1,7,2.1,216,76
"048041","掐不齐(鲜)[鸡眼草，牛黄草]",462,6.1,1.4,23.6,10.5,,
"048042","清明菜（鲜）[鼠曲菜]",206,3.1,0.6,8.9,2.1,218,
"048044","沙参叶 (鲜）[白参]",390,0.8,1.6,21.6,5.4,585,
"048045","沙蓬子（鲜）「沙米]",1459,21.5,8.1,50.6,6.3,686,
"048046","山苦荚叶（鲜）［启明菜叶]",139,2.2,0.4,5.6,0.8,150,
"048047","食用大黄 (鲜)",39,1.6,,1.5,1.5,107,5
"048048","食用黄麻",94,0.9,0.1,,0.3,398,0
"048049","酸模 (鲜)",72,1.7,0.2,,1,28,0
"048050","汤菜（鲜）",99,1.8,0.5,3.4,0.8,131,28
"048051","土三七（鲜）[景天三七]",200,2.1,0.7,9,1.5,315,
"048052","歪头菜（鲜）[草豆，二叶]",308,2.5,0.3,17.9,5.4,298,
"048053","梧桐子(鲜）[瓢儿果]",2341,23.6,38.8,30.1,2.2,27,
"048054","夏枯草（鲜）[铁色草]",265,2.5,0.7,12.7,1.9,,
"048055","香椿（鲜）[香椿芽］",211,1.7,0.4,10.9,1.8,96,4.6
"048056","香茅",72,1.7,0.2,,0.4,120,0
"048057","小旋花（鲜）[狗儿蔓］",251,,0.5,15.4,3.1,422,
"048058","鸭跖草(鲜)竹叶菜,淡竹叶]",144,2.8,0.3,5.7,1.2,206,
"048059","野葱（鲜）[沙葱，麦葱]",152,2.7,0.2,6.7,1.5,279,
"048060","野韭菜（鲜）[山韭]",182,3.7,0.9,7.2,4.1,129,
"048061","野菊（鲜）",195,3.2,0.5,9,3.4,178,
"048062","野蒜（鲜）[小蒜，野葱］",144,1,0.4,7.7,2,89,17.2
"048063","野苋菜（鲜）[假苋菜］",260,5.5,0.69,,1.6,610,
"048064","茵陈蒿（鲜）[茵陈]",273,5.6,12,4.4,0,257,
"048065","榆钱(鲜)",187,4.8,7.6,4.3,0,62,0.7
"048067","珍珠花菜",72,1.7,,0,0,155,0.7
"048068","紫花桔梗",94,0.9,,2.9,0,46,16.7
"048069","紫萼香茶菜",72,1.7,,6.9,0,356,8.4
"048070","苣英菜（尖叶）[取葵菜，苦麻子]",75,2,,0.2,0,218,7.5
"048072","苜子（干）[紫首子]",1501,8.7,39.9,12.4,0,595,
"048073","茴芹 (鲜)",94,0.9,17,,0,,
"048074","荞菜（鲜）[野荞］",54,0.7,0.22,1.2,0,89,109.4
"048075","萎蒿 (鲜)",239,3.7,9,0,0,17,1
"048076","蕨菜（鲜）[龙头菜，如意菜］",177,1.6,9,1.8,0,17,
"048077","蕨菜 (脱水)",1265,6.6,79.7,25.5,0,851,20.4
"048078","蕨麻（干）[鹅绒委陵菜]",1492,1.4,75,3.2,0,123,
"048079","枸杞菜（鲜）[枸杞，地骨]",197,5.61,4.5,1.6,0,36,29.8
"048080","浆草（鲜）酸酸草，酸溜溜]",278,3.1,12.4,,0,27,
"048081","苦苣菜[苦菜、天精菜】",136,3.1,4.5,1.7,0,230,17.3
"048082","首[草头、金花菜］",148,5,2.9,1.4,0,112,26.2
"048083","鱼腥草（叶）[菜、臭菜]",131,2.1,10.7,,0,57,21.6
"048084","鱼腥草（根）",261,2.1,19.5,,0,74,42.4
"048085","刺五加尖",69,4.81,10.2,,0,176,23
"048086","枸杞叶",34,3,1.35,,0,146,23.5
"048087","灰灰菜 (干，藜)",3121322,18.31,56.2,,0,1489,1271.9
"048088","荆芥",26,2.6,4.3,,0,210,16
"042101","扁豆[月亮菜]",41,2.7,0.2,8.2,2.1,38,3.834
"042102","蚕豆 (鲜)",111,8.8,0.4,19.5,3.1,16200,46
"042103","刀豆（鲜）",40,3.1,0.3,7,1.8,49,8.529
"042104","豆角",34,2.5,0.2,6.7,2.1,29,3.435
"042105","豆角（鲜，白）",35,2.2,0.2,7.4,2.6,26,9.528
"042106","荷兰豆",30,2.5,0.3,4.9,1.4,51,8.816
"042107","龙豆（鲜）",36,3.7,0.5,5,1.9,147,4.146
"042108","龙牙豆（鲜）[玉豆]",19,2.6,0.2,2.4,1.3,30,1.82
"042109","毛豆（鲜）[青豆，菜用大豆]",131,13.1,5,10.5,4,135,3.97
"042110","四季豆 （菜豆）",31,2,0.4,5.7,1.5,42,8.627
"042111","豌豆（带荚，鲜）【回回豆]",111,7.4,0.3,21.2,3,21,1.243
"042112","豌豆尖",225,3.1,,53.9,1.3,17,3.224
"042113","油豆角（鲜）[多花菜豆]",25,2.4,0.3,3.9,1.6,69,3.335
"042114","垅船豆 (鲜)",36,2,0.4,6.8,1.3,37,0.922
"042115","芸豆（鲜）",30,0.8,0.1,7.4,2.1,88,4.016
"042117","虹豆 (长)",32,2.7,0.2,5.8,1.8,42,4.643
"042118","扁豆",32,2.3,0.2,7.4,3.9,57,3.931
"042119","虹豆",32,2.2,0.3,7.3,,62,9.555
"042120","四季豆【菜豆、芸豆]",24,2,0.2,6,,43,4.427
"042121","四棱豆[杨桃豆、翅豆]",19,2,0.2,4.2,,61,5.725
"042122","甜脆荷兰豆[甜豆]",32,3,0.3,8.1,6.8,65,4.425
"042201","发芽豆",131,12.4,0.7,19.4,1.3,41,1
"042202","黄豆芽",47,4.51,4.5,,1.5,21,7.221
"042205","黄豆芽",39,1.6,3.6,,0,3060,36
"042206","绿豆芽",16,0.1,2.6,1.2,0,19,18
"042207","黑豆苗",30125,0.8,2.6,1.6,0,55,23
"042208","豌豆苗",32,4.8,2.6,,0,1560,14